b'Name of the Restaurants',Country code,City,Day of week,Start time,End time
b'Pride Of Siam',AU,Deakin,5,1900,2200
b'Pride Of Siam',AU,Deakin,6,1900,2200
b'Prime House',AU,Melbourne,0,0700,1600
b'Prime House',AU,Melbourne,1,0700,1600
b'Prime House',AU,Melbourne,2,0700,1600
b'Prime House',AU,Melbourne,3,0700,1600
b'Prime House',AU,Melbourne,4,0700,1600
b'Prime Steak Restaurant',AU,Sydney,0,1800,2200
b'Prime Steak Restaurant',AU,Sydney,1,1200,1500
b'Prime Steak Restaurant',AU,Sydney,1,1800,2200
b'Prime Steak Restaurant',AU,Sydney,2,1200,1500
b'Prime Steak Restaurant',AU,Sydney,2,1800,2200
b'Prime Steak Restaurant',AU,Sydney,3,1200,1500
b'Prime Steak Restaurant',AU,Sydney,3,1800,2200
b'Prime Steak Restaurant',AU,Sydney,4,1200,1500
b'Prime Steak Restaurant',AU,Sydney,4,1800,2200
b'Prime Steak Restaurant',AU,Sydney,5,1800,2200
b'Prince Palace Chinese Restaurant',AU,Belconnen,0,1130,1430
b'Prince Palace Chinese Restaurant',AU,Belconnen,0,1730,2230
b'Prince Palace Chinese Restaurant',AU,Belconnen,1,1130,1430
b'Prince Palace Chinese Restaurant',AU,Belconnen,1,1730,2230
b'Prince Palace Chinese Restaurant',AU,Belconnen,2,1130,1430
b'Prince Palace Chinese Restaurant',AU,Belconnen,2,1730,2230
b'Prince Palace Chinese Restaurant',AU,Belconnen,3,1130,1430
b'Prince Palace Chinese Restaurant',AU,Belconnen,3,1730,2230
b'Prince Palace Chinese Restaurant',AU,Belconnen,4,1130,1430
b'Prince Palace Chinese Restaurant',AU,Belconnen,4,1730,0000
b'Prince Palace Chinese Restaurant',AU,Belconnen,5,1130,1430
b'Prince Palace Chinese Restaurant',AU,Belconnen,5,1730,0000
b'Prince Palace Chinese Restaurant',AU,Belconnen,6,1130,1430
b'Prince Palace Chinese Restaurant',AU,Belconnen,6,1730,2230
b'Prince Pizza',US,Detroit,0,1100,0000
b'Prince Pizza',US,Detroit,1,1100,0000
b'Prince Pizza',US,Detroit,2,1100,0000
b'Prince Pizza',US,Detroit,3,1100,0000
b'Prince Pizza',US,Detroit,4,1100,0100
b'Prince Pizza',US,Detroit,5,1100,0100
b'Prince Pizza',US,Detroit,6,1200,2300
b'Print',US,New York,0,0700,2230
b'Print',US,New York,1,0700,2230
b'Print',US,New York,2,0700,2230
b'Print',US,New York,3,0700,2230
b'Print',US,New York,4,0700,2300
b'Print',US,New York,5,0700,2300
b'Print',US,New York,6,0700,2130
b'Prism',US,Detroit,1,1700,2200
b'Prism',US,Detroit,2,1700,2200
b'Prism',US,Detroit,3,1700,2200
b'Prism',US,Detroit,4,1700,2300
b'Prism',US,Detroit,5,1700,2300
b'Prive249 Restaurant',AU,Brisbane,0,1400,1600
b'Prive249 Restaurant',AU,Brisbane,1,1400,1600
b'Prive249 Restaurant',AU,Brisbane,2,1400,1600
b'Prive249 Restaurant',AU,Brisbane,3,1400,1600
b'Prive249 Restaurant',AU,Brisbane,4,1400,1600
b'Prive249 Restaurant',AU,Brisbane,5,1400,1600
b'Prive249 Restaurant',AU,Brisbane,6,1400,1600
b'Pro Kabob Persian Restaurant',US,Las Vegas,0,1130,2100
b'Pro Kabob Persian Restaurant',US,Las Vegas,1,1130,2100
b'Pro Kabob Persian Restaurant',US,Las Vegas,2,1130,2100
b'Pro Kabob Persian Restaurant',US,Las Vegas,3,1130,2100
b'Pro Kabob Persian Restaurant',US,Las Vegas,4,1130,2100
b'Pro Kabob Persian Restaurant',US,Las Vegas,5,1130,2100
b'Prohibition Supperclub & Bar',US,Houston,0,1600,0000
b'Prohibition Supperclub & Bar',US,Houston,1,1600,0000
b'Prohibition Supperclub & Bar',US,Houston,2,1600,0000
b'Prohibition Supperclub & Bar',US,Houston,3,1600,0200
b'Prohibition Supperclub & Bar',US,Houston,4,1600,0200
b'Prohibition Supperclub & Bar',US,Houston,5,1600,0200
b'Prohibition Supperclub & Bar',US,Houston,6,1200,1600
b'Pronto On Flinders',AU,Melbourne,0,0700,1700
b'Pronto On Flinders',AU,Melbourne,1,0700,1700
b'Pronto On Flinders',AU,Melbourne,2,0700,1700
b'Pronto On Flinders',AU,Melbourne,3,0700,1700
b'Pronto On Flinders',AU,Melbourne,4,0700,1700
b'Pronto On Flinders',AU,Melbourne,5,0700,1300
b'Prosperoats',US,Denver,0,0600,1600
b'Prosperoats',US,Denver,1,0600,1600
b'Prosperoats',US,Denver,2,0600,1600
b'Prosperoats',US,Denver,3,0600,1600
b'Prosperoats',US,Denver,4,0600,1600
b'Prosperoats',US,Denver,5,0700,1600
b'Prosperoats',US,Denver,6,0700,1600
b'Provision No 14',US,Washington,1,1700,0200
b'Provision No 14',US,Washington,2,1700,0200
b'Provision No 14',US,Washington,3,1700,0200
b'Provision No 14',US,Washington,4,1700,0300
b'Provision No 14',US,Washington,5,1030,0300
b'Provision No 14',US,Washington,6,1030,0200
b'Provisions',US,Houston,0,1100,1430
b'Provisions',US,Houston,0,1700,2200
b'Provisions',US,Houston,1,1100,1430
b'Provisions',US,Houston,1,1700,2200
b'Provisions',US,Houston,2,1100,1430
b'Provisions',US,Houston,2,1700,2200
b'Provisions',US,Houston,3,1100,1430
b'Provisions',US,Houston,3,1700,2300
b'Provisions',US,Houston,4,1100,1430
b'Provisions',US,Houston,4,1700,2300
b'Provisions',US,Houston,5,1100,1430
b'Provisions',US,Houston,5,1700,2300
b'Pub Life Kitchen',AU,Ultimo,0,1700,2100
b'Pub Life Kitchen',AU,Ultimo,1,1200,1500
b'Pub Life Kitchen',AU,Ultimo,1,1800,2200
b'Pub Life Kitchen',AU,Ultimo,2,1200,1500
b'Pub Life Kitchen',AU,Ultimo,2,1800,2200
b'Pub Life Kitchen',AU,Ultimo,3,1200,1500
b'Pub Life Kitchen',AU,Ultimo,3,1800,2200
b'Pub Life Kitchen',AU,Ultimo,4,1200,1500
b'Pub Life Kitchen',AU,Ultimo,4,1800,2200
b'Pub Life Kitchen',AU,Ultimo,5,1200,1500
b'Pub Life Kitchen',AU,Ultimo,5,1800,2200
b'Pub Life Kitchen',AU,Ultimo,6,1200,1700
b'PublicUs',US,Las Vegas,0,0700,1900
b'PublicUs',US,Las Vegas,1,0700,1900
b'PublicUs',US,Las Vegas,2,0700,1900
b'PublicUs',US,Las Vegas,3,0700,1900
b'PublicUs',US,Las Vegas,4,0700,1900
b'PublicUs',US,Las Vegas,5,0700,1700
b'PublicUs',US,Las Vegas,6,0700,1700
b'Pud Thai Vs Pho',AU,Melbourne,0,1000,2200
b'Pud Thai Vs Pho',AU,Melbourne,1,1000,2200
b'Pud Thai Vs Pho',AU,Melbourne,2,1000,2200
b'Pud Thai Vs Pho',AU,Melbourne,3,1000,2200
b'Pud Thai Vs Pho',AU,Melbourne,4,1000,2200
b'Pud Thai Vs Pho',AU,Melbourne,5,1000,2200
"b""Puebla's Mexican Kitchen & Bakery""",US,Houston,0,0600,1600
"b""Puebla's Mexican Kitchen & Bakery""",US,Houston,1,0600,1600
"b""Puebla's Mexican Kitchen & Bakery""",US,Houston,2,0600,1600
"b""Puebla's Mexican Kitchen & Bakery""",US,Houston,3,0600,1600
"b""Puebla's Mexican Kitchen & Bakery""",US,Houston,4,0600,1600
"b""Puebla's Mexican Kitchen & Bakery""",US,Houston,5,0700,1600
b'Pulp',AU,Perth,0,0630,1530
b'Pulp',AU,Perth,1,0630,1530
b'Pulp',AU,Perth,2,0630,1530
b'Pulp',AU,Perth,3,0630,1530
b'Pulp',AU,Perth,4,0630,1530
b'Pulp',AU,Perth,5,0800,1430
b'Punch Bowl Social',US,Detroit,0,1100,0200
b'Punch Bowl Social',US,Detroit,1,1100,0200
b'Punch Bowl Social',US,Detroit,2,1100,0200
b'Punch Bowl Social',US,Detroit,3,1100,0200
b'Punch Bowl Social',US,Detroit,4,1100,0200
b'Punch Bowl Social',US,Detroit,5,0900,0200
b'Punch Bowl Social',US,Detroit,6,0900,0200
b'Punch Lane',AU,Melbourne,0,1200,0000
b'Punch Lane',AU,Melbourne,1,1200,0000
b'Punch Lane',AU,Melbourne,2,1200,0000
b'Punch Lane',AU,Melbourne,3,1200,0000
b'Punch Lane',AU,Melbourne,4,1200,0130
b'Punch Lane',AU,Melbourne,5,1500,0130
b'Punch Lane',AU,Melbourne,6,1500,0000
b'Pung Kang Noodle Place',US,Seattle,0,1130,2130
b'Pung Kang Noodle Place',US,Seattle,1,1130,2130
b'Pung Kang Noodle Place',US,Seattle,2,1130,2130
b'Pung Kang Noodle Place',US,Seattle,3,1130,2130
b'Pung Kang Noodle Place',US,Seattle,4,1130,2200
b'Pung Kang Noodle Place',US,Seattle,5,1200,2200
b'Pung Kang Noodle Place',US,Seattle,6,1230,2130
b'Punjab Cafe',US,San Jose,1,1100,1500
b'Punjab Cafe',US,San Jose,1,1700,2200
b'Punjab Cafe',US,San Jose,2,1100,1500
b'Punjab Cafe',US,San Jose,2,1700,2200
b'Punjab Cafe',US,San Jose,3,1100,1500
b'Punjab Cafe',US,San Jose,3,1700,2200
b'Punjab Cafe',US,San Jose,4,1100,1500
b'Punjab Cafe',US,San Jose,4,1700,2200
b'Punjab Cafe',US,San Jose,5,1200,1600
b'Punjab Cafe',US,San Jose,5,1700,2200
b'Punjab Cafe',US,San Jose,6,1200,1600
b'Punjab Cafe',US,San Jose,6,1700,2200
b'Punjab Cafe',US,San Jose,0,1100,1500
b'Punjab Cafe',US,San Jose,0,1700,2230
b'Punjab Cafe',US,San Jose,1,1100,1500
b'Punjab Cafe',US,San Jose,1,1700,2230
b'Punjab Cafe',US,San Jose,2,1100,1500
b'Punjab Cafe',US,San Jose,2,1700,2230
b'Punjab Cafe',US,San Jose,3,1100,1500
b'Punjab Cafe',US,San Jose,3,1700,2230
b'Punjab Cafe',US,San Jose,4,1100,1500
b'Punjab Cafe',US,San Jose,4,1700,2230
b'Punjab Cafe',US,San Jose,5,1200,1600
b'Punjab Cafe',US,San Jose,5,1700,2230
b'Punjab Cafe',US,San Jose,6,1200,1600
b'Punjab Cafe',US,San Jose,6,1700,2230
b'Punjab',GB,London,0,1200,2300
b'Punjab',GB,London,1,1200,2300
b'Punjab',GB,London,2,1200,2300
b'Punjab',GB,London,3,1200,2300
b'Punjab',GB,London,4,1200,2300
b'Punjab',GB,London,5,1200,2300
b'Punjab',GB,London,6,1200,2200
b'Punjabi Hut Indian Restaurant',AU,Manuka,0,1200,2230
b'Punjabi Hut Indian Restaurant',AU,Manuka,1,1200,2230
b'Punjabi Hut Indian Restaurant',AU,Manuka,2,1200,2230
b'Punjabi Hut Indian Restaurant',AU,Manuka,3,1200,2230
b'Punjabi Hut Indian Restaurant',AU,Manuka,4,1200,2230
b'Punjabi Hut Indian Restaurant',AU,Manuka,5,1730,2230
b'Punjabi Hut Indian Restaurant',AU,Manuka,6,1730,2230
b'Punjabi Junction',AU,Belconnen,0,1130,1430
b'Punjabi Junction',AU,Belconnen,0,1700,2230
b'Punjabi Junction',AU,Belconnen,1,1130,1430
b'Punjabi Junction',AU,Belconnen,1,1700,2230
b'Punjabi Junction',AU,Belconnen,2,1130,1430
b'Punjabi Junction',AU,Belconnen,2,1700,2230
b'Punjabi Junction',AU,Belconnen,3,1130,1430
b'Punjabi Junction',AU,Belconnen,3,1700,2230
b'Punjabi Junction',AU,Belconnen,4,1130,1430
b'Punjabi Junction',AU,Belconnen,4,1700,2230
b'Punjabi Junction',AU,Belconnen,5,1700,2230
b'Punjabi Junction',AU,Belconnen,6,1700,2230
"b""Punk's Simple Southern Food""",US,Houston,1,1100,2200
"b""Punk's Simple Southern Food""",US,Houston,2,1100,2200
"b""Punk's Simple Southern Food""",US,Houston,3,1100,2200
"b""Punk's Simple Southern Food""",US,Houston,4,1100,2300
"b""Punk's Simple Southern Food""",US,Houston,5,1100,2300
"b""Punk's Simple Southern Food""",US,Houston,6,1000,2100
b'Pupusa',US,Houston,0,0700,2100
b'Pupusa',US,Houston,1,0700,2100
b'Pupusa',US,Houston,2,0700,2100
b'Pupusa',US,Houston,3,0700,2100
b'Pupusa',US,Houston,4,0700,2100
b'Pupusa',US,Houston,5,0700,2100
b'Pupusa',US,Houston,6,0700,2100
b'Purbird',US,Brooklyn,1,1130,2200
b'Purbird',US,Brooklyn,2,1130,2200
b'Purbird',US,Brooklyn,3,1130,2200
b'Purbird',US,Brooklyn,4,1130,2200
b'Purbird',US,Brooklyn,5,1130,2200
b'Purbird',US,Brooklyn,6,1130,2100
b'Pure Indian Cuisine',US,Las Vegas,0,1100,2230
b'Pure Indian Cuisine',US,Las Vegas,1,1100,2230
b'Pure Indian Cuisine',US,Las Vegas,2,1100,0300
b'Pure Indian Cuisine',US,Las Vegas,3,1100,0300
b'Pure Indian Cuisine',US,Las Vegas,4,1100,0300
b'Pure Indian Cuisine',US,Las Vegas,5,1100,0300
b'Pure Indian Cuisine',US,Las Vegas,6,1100,0300
b'Pure Sushi Colony',US,Phoenix,0,1100,2200
b'Pure Sushi Colony',US,Phoenix,1,1100,2200
b'Pure Sushi Colony',US,Phoenix,2,1100,2200
b'Pure Sushi Colony',US,Phoenix,3,1100,2200
b'Pure Sushi Colony',US,Phoenix,4,1100,2300
b'Pure Sushi Colony',US,Phoenix,5,1100,2300
b'Pure Sushi Colony',US,Phoenix,6,1100,2100
b'Purple Caf\xc3\xa9 and Wine Bar',US,Seattle,0,1100,2300
b'Purple Caf\xc3\xa9 and Wine Bar',US,Seattle,1,1100,2300
b'Purple Caf\xc3\xa9 and Wine Bar',US,Seattle,2,1100,2300
b'Purple Caf\xc3\xa9 and Wine Bar',US,Seattle,3,1100,2300
b'Purple Caf\xc3\xa9 and Wine Bar',US,Seattle,4,1100,0000
b'Purple Caf\xc3\xa9 and Wine Bar',US,Seattle,5,1200,0000
b'Purple Caf\xc3\xa9 and Wine Bar',US,Seattle,6,1200,2300
b'Purple Onion Deli & Grill',US,Birmingham,0,1030,0200
b'Purple Onion Deli & Grill',US,Birmingham,1,1030,0200
b'Purple Onion Deli & Grill',US,Birmingham,2,1030,0200
b'Purple Onion Deli & Grill',US,Birmingham,3,1030,0300
b'Purple Onion Deli & Grill',US,Birmingham,4,1100,0600
b'Purple Onion Deli & Grill',US,Birmingham,5,1100,0600
b'Purple Onion Deli & Grill',US,Birmingham,6,1030,2300
b'Purple Patch',US,Washington,0,1800,2230
b'Purple Patch',US,Washington,1,1800,2230
b'Purple Patch',US,Washington,2,1800,2230
b'Purple Patch',US,Washington,3,1800,2230
b'Purple Patch',US,Washington,4,1800,2300
b'Purple Patch',US,Washington,5,1100,1500
b'Purple Patch',US,Washington,5,1700,2300
b'Purple Patch',US,Washington,6,1100,1500
b'Purple Patch',US,Washington,6,1700,2230
b'Q Bistro',US,Las Vegas,0,1700,0230
b'Q Bistro',US,Las Vegas,1,1700,0230
b'Q Bistro',US,Las Vegas,2,1700,0230
b'Q Bistro',US,Las Vegas,3,1700,0230
b'Q Bistro',US,Las Vegas,4,1700,0330
b'Q Bistro',US,Las Vegas,5,1700,0330
b'Q Bistro',US,Las Vegas,6,1700,0230
b'Q Restaurant',US,Boston,0,1130,2300
b'Q Restaurant',US,Boston,1,1130,2300
b'Q Restaurant',US,Boston,2,1130,2300
b'Q Restaurant',US,Boston,3,1130,2300
b'Q Restaurant',US,Boston,4,1130,0100
b'Q Restaurant',US,Boston,5,1130,0100
b'Q Restaurant',US,Boston,6,1130,2300
b'Quan Hue Restaurant',US,San Jose,0,0900,1930
b'Quan Hue Restaurant',US,San Jose,1,0900,1930
b'Quan Hue Restaurant',US,San Jose,2,0900,1930
b'Quan Hue Restaurant',US,San Jose,3,0900,1930
b'Quan Hue Restaurant',US,San Jose,4,0900,1930
b'Quan Hue Restaurant',US,San Jose,5,0900,1930
b'Quan Hue Restaurant',US,San Jose,6,0900,1930
b'Quartino',US,Chicago,0,1130,0200
b'Quartino',US,Chicago,1,1130,0200
b'Quartino',US,Chicago,2,1130,0200
b'Quartino',US,Chicago,3,1130,0200
b'Quartino',US,Chicago,4,1130,0200
b'Quartino',US,Chicago,5,1130,0300
b'Quartino',US,Chicago,6,1130,0100
b'Quattro',US,Boston,0,1100,2300
b'Quattro',US,Boston,1,1100,2300
b'Quattro',US,Boston,2,1100,2300
b'Quattro',US,Boston,3,1100,2300
b'Quattro',US,Boston,4,1100,0000
b'Quattro',US,Boston,5,1100,0000
b'Quattro',US,Boston,6,1100,2300
b'Quay West Suites Brisbane',AU,Brisbane,0,0000,0000
b'Quay West Suites Brisbane',AU,Brisbane,1,0000,0000
b'Quay West Suites Brisbane',AU,Brisbane,2,0000,0000
b'Quay West Suites Brisbane',AU,Brisbane,3,0000,0000
b'Quay West Suites Brisbane',AU,Brisbane,4,0000,0000
b'Quay West Suites Brisbane',AU,Brisbane,5,0000,0000
b'Quay West Suites Brisbane',AU,Brisbane,6,0000,0000
b'Que Ta Banh Canh Trang Bang - Udon Noodle Soup',US,San Jose,0,0930,2100
b'Que Ta Banh Canh Trang Bang - Udon Noodle Soup',US,San Jose,2,0930,2100
b'Que Ta Banh Canh Trang Bang - Udon Noodle Soup',US,San Jose,3,0930,2100
b'Que Ta Banh Canh Trang Bang - Udon Noodle Soup',US,San Jose,4,0930,2100
b'Que Ta Banh Canh Trang Bang - Udon Noodle Soup',US,San Jose,5,0930,2100
b'Que Ta Banh Canh Trang Bang - Udon Noodle Soup',US,San Jose,6,0930,2100
b'Queen Anne Beerhall',US,Seattle,0,1600,0000
b'Queen Anne Beerhall',US,Seattle,1,1600,0000
b'Queen Anne Beerhall',US,Seattle,2,1600,0000
b'Queen Anne Beerhall',US,Seattle,3,1600,0000
b'Queen Anne Beerhall',US,Seattle,4,1600,0200
b'Queen Anne Beerhall',US,Seattle,5,1100,0200
b'Queen Anne Beerhall',US,Seattle,6,1100,0000
b'Queen Bee Cafe',US,Seattle,0,0700,1600
b'Queen Bee Cafe',US,Seattle,1,0700,1600
b'Queen Bee Cafe',US,Seattle,2,0700,1600
b'Queen Bee Cafe',US,Seattle,3,0700,1600
b'Queen Bee Cafe',US,Seattle,4,0700,1600
b'Queen Bee Cafe',US,Seattle,5,0700,1700
b'Queen Bee Cafe',US,Seattle,6,0700,1700
b'Queen City Beer and Chili',US,Charlotte,0,1100,2000
b'Queen City Beer and Chili',US,Charlotte,1,1100,2200
b'Queen City Beer and Chili',US,Charlotte,2,1100,2200
b'Queen City Beer and Chili',US,Charlotte,3,1100,2200
b'Queen City Beer and Chili',US,Charlotte,4,1100,2300
b'Queen City Beer and Chili',US,Charlotte,5,1100,2300
b'Queen City Beer and Chili',US,Charlotte,6,1100,2000
b'Queen Street Rescue',AU,Melbourne,0,0630,2300
b'Queen Street Rescue',AU,Melbourne,1,0630,2300
b'Queen Street Rescue',AU,Melbourne,2,0630,2300
b'Queen Street Rescue',AU,Melbourne,3,0630,2300
b'Queen Street Rescue',AU,Melbourne,4,0630,0000
b'Queen Street Rescue',AU,Melbourne,5,0730,0000
b'Queen Street Rescue',AU,Melbourne,6,0730,2300
b'Queen Vic Pub & Kitchen',US,Houston,0,1100,2200
b'Queen Vic Pub & Kitchen',US,Houston,1,1100,2300
b'Queen Vic Pub & Kitchen',US,Houston,2,1100,2300
b'Queen Vic Pub & Kitchen',US,Houston,3,1100,2300
b'Queen Vic Pub & Kitchen',US,Houston,4,1100,2300
b'Queen Vic Pub & Kitchen',US,Houston,5,1100,2300
b'Queen Vic Pub & Kitchen',US,Houston,6,1500,2200
b'Quick Chef Turkish BBQ Caf\xc3\xa9',GB,Liverpool,0,0900,2300
b'Quick Chef Turkish BBQ Caf\xc3\xa9',GB,Liverpool,1,0900,2300
b'Quick Chef Turkish BBQ Caf\xc3\xa9',GB,Liverpool,2,0900,2300
b'Quick Chef Turkish BBQ Caf\xc3\xa9',GB,Liverpool,3,0900,2300
b'Quick Chef Turkish BBQ Caf\xc3\xa9',GB,Liverpool,4,0900,2300
b'Quick Chef Turkish BBQ Caf\xc3\xa9',GB,Liverpool,5,0900,2300
b'Quick Chef Turkish BBQ Caf\xc3\xa9',GB,Liverpool,6,0900,2200
"b""Quijote's Broadway""",US,Denver,0,0800,1800
"b""Quijote's Broadway""",US,Denver,1,0800,1800
"b""Quijote's Broadway""",US,Denver,2,0800,1800
"b""Quijote's Broadway""",US,Denver,3,0800,1800
"b""Quijote's Broadway""",US,Denver,4,0800,1800
"b""Quijote's Broadway""",US,Denver,5,0800,1800
b'Quill',US,Washington,0,1000,0000
b'Quill',US,Washington,1,1000,0000
b'Quill',US,Washington,2,1000,0000
b'Quill',US,Washington,3,1000,0000
b'Quill',US,Washington,4,1000,0000
b'Quill',US,Washington,5,1100,0000
b'Quill',US,Washington,6,1100,0000
b'Quilon Restaurant',GB,London,0,1200,1400
b'Quilon Restaurant',GB,London,0,1800,2230
b'Quilon Restaurant',GB,London,1,1200,1400
b'Quilon Restaurant',GB,London,1,1800,2230
b'Quilon Restaurant',GB,London,2,1200,1400
b'Quilon Restaurant',GB,London,2,1800,2230
b'Quilon Restaurant',GB,London,3,1200,1400
b'Quilon Restaurant',GB,London,3,1800,2230
b'Quilon Restaurant',GB,London,4,1200,1400
b'Quilon Restaurant',GB,London,4,1800,2230
b'Quilon Restaurant',GB,London,5,1230,1500
b'Quilon Restaurant',GB,London,5,1800,2230
b'Quilon Restaurant',GB,London,6,1230,1500
b'Quilon Restaurant',GB,London,6,1800,2200
"b""Quinn's""",US,Seattle,0,1500,0100
"b""Quinn's""",US,Seattle,1,1500,0100
"b""Quinn's""",US,Seattle,2,1500,0100
"b""Quinn's""",US,Seattle,3,1500,0100
"b""Quinn's""",US,Seattle,4,1500,0100
"b""Quinn's""",US,Seattle,5,1500,0100
"b""Quinn's""",US,Seattle,6,1500,0100
"b""Quynny's Quisine""",GB,Liverpool,0,0900,2100
"b""Quynny's Quisine""",GB,Liverpool,1,0900,2100
"b""Quynny's Quisine""",GB,Liverpool,2,0900,2100
"b""Quynny's Quisine""",GB,Liverpool,3,0900,2100
"b""Quynny's Quisine""",GB,Liverpool,4,0900,2100
"b""Quynny's Quisine""",GB,Liverpool,5,0900,2100
"b""Quynny's Quisine""",GB,Liverpool,6,0900,2100
b'Qv Bar Cafe',AU,Sydney,0,0630,1800
b'Qv Bar Cafe',AU,Sydney,1,0630,1800
b'Qv Bar Cafe',AU,Sydney,2,0630,1800
b'Qv Bar Cafe',AU,Sydney,3,0630,2100
b'Qv Bar Cafe',AU,Sydney,4,0630,1800
b'Qv Bar Cafe',AU,Sydney,5,0700,1800
b'Qv Bar Cafe',AU,Sydney,6,0730,1730
b'QVB Gourmet Seafood',AU,Sydney,0,1000,1800
b'QVB Gourmet Seafood',AU,Sydney,1,1000,1800
b'QVB Gourmet Seafood',AU,Sydney,2,1000,1800
b'QVB Gourmet Seafood',AU,Sydney,3,1000,1800
b'QVB Gourmet Seafood',AU,Sydney,4,1000,1800
b'QVB Gourmet Seafood',AU,Sydney,5,1000,1800
b'R & W Cafe',US,Detroit,2,1100,1830
b'R & W Cafe',US,Detroit,3,1100,1830
b'R & W Cafe',US,Detroit,4,1100,2000
b'R & W Cafe',US,Detroit,5,1100,2000
b'R & W Cafe',US,Detroit,6,1330,1830
b'Rabbit',GB,London,0,1100,0000
b'Rabbit',GB,London,1,1100,0000
b'Rabbit',GB,London,2,1100,0000
b'Rabbit',GB,London,3,1100,0000
b'Rabbit',GB,London,4,1100,0000
b'Rabbit',GB,London,5,1100,0000
b'Rabbit',GB,London,6,1200,1600
b'Rabbithole Restaurant',US,Brooklyn,0,0900,2300
b'Rabbithole Restaurant',US,Brooklyn,1,0900,2300
b'Rabbithole Restaurant',US,Brooklyn,2,0900,2300
b'Rabbithole Restaurant',US,Brooklyn,3,0900,2300
b'Rabbithole Restaurant',US,Brooklyn,4,0900,2300
b'Rabbithole Restaurant',US,Brooklyn,5,0900,2300
b'Rabbithole Restaurant',US,Brooklyn,6,0900,2300
"b""Rachel's Kitchen""",US,Las Vegas,0,0800,1500
"b""Rachel's Kitchen""",US,Las Vegas,1,0800,1500
"b""Rachel's Kitchen""",US,Las Vegas,2,0800,1500
"b""Rachel's Kitchen""",US,Las Vegas,3,0800,1500
"b""Rachel's Kitchen""",US,Las Vegas,4,0800,1500
b'Radiator',US,Washington,0,0700,1030
b'Radiator',US,Washington,0,1600,2330
b'Radiator',US,Washington,1,0700,1030
b'Radiator',US,Washington,1,1600,2330
b'Radiator',US,Washington,2,0700,1030
b'Radiator',US,Washington,2,1600,2330
b'Radiator',US,Washington,3,0700,1030
b'Radiator',US,Washington,3,1600,0130
b'Radiator',US,Washington,4,0700,1030
b'Radiator',US,Washington,4,1600,0130
b'Radiator',US,Washington,5,0800,1100
b'Radiator',US,Washington,5,1600,0130
b'Radiator',US,Washington,6,0800,1430
b'Radiator',US,Washington,6,1600,2330
b'Radii Restaurant & Bar',AU,Melbourne,0,0630,1030
b'Radii Restaurant & Bar',AU,Melbourne,0,1800,0000
b'Radii Restaurant & Bar',AU,Melbourne,1,0630,1030
b'Radii Restaurant & Bar',AU,Melbourne,1,1800,0000
b'Radii Restaurant & Bar',AU,Melbourne,2,0630,1030
b'Radii Restaurant & Bar',AU,Melbourne,2,1800,0000
b'Radii Restaurant & Bar',AU,Melbourne,3,0630,1030
b'Radii Restaurant & Bar',AU,Melbourne,3,1800,0000
b'Radii Restaurant & Bar',AU,Melbourne,4,0630,1030
b'Radii Restaurant & Bar',AU,Melbourne,4,1800,0100
b'Radii Restaurant & Bar',AU,Melbourne,5,0700,1100
b'Radii Restaurant & Bar',AU,Melbourne,5,1800,0100
b'Radii Restaurant & Bar',AU,Melbourne,6,0700,1100
"b""Rafiki's Grill""",US,Birmingham,0,1600,0000
"b""Rafiki's Grill""",US,Birmingham,1,1600,0000
"b""Rafiki's Grill""",US,Birmingham,2,1600,0000
"b""Rafiki's Grill""",US,Birmingham,3,1600,0000
"b""Rafiki's Grill""",US,Birmingham,4,1600,0000
"b""Rafiki's Grill""",US,Birmingham,5,1100,0200
"b""Rafiki's Grill""",US,Birmingham,6,1100,0000
b'Ragazza',US,San Francisco,0,1700,2200
b'Ragazza',US,San Francisco,1,1700,2200
b'Ragazza',US,San Francisco,2,1700,2200
b'Ragazza',US,San Francisco,3,1700,2200
b'Ragazza',US,San Francisco,4,1700,2230
b'Ragazza',US,San Francisco,5,1700,2230
b'Ragazza',US,San Francisco,6,1700,2200
b'Raggas',GB,Liverpool,0,1130,2200
b'Raggas',GB,Liverpool,1,1130,2200
b'Raggas',GB,Liverpool,2,1130,2200
b'Raggas',GB,Liverpool,3,1130,2200
b'Raggas',GB,Liverpool,4,1130,2200
b'Raggas',GB,Liverpool,5,1130,2200
"b""Ragin' Hog BBQ""",US,Denver,1,1100,1900
"b""Ragin' Hog BBQ""",US,Denver,2,1100,1900
"b""Ragin' Hog BBQ""",US,Denver,3,1100,1900
"b""Ragin' Hog BBQ""",US,Denver,4,1100,1900
"b""Ragin' Hog BBQ""",US,Denver,5,1100,1900
b'Ragu Pasta & Wine Bar',AU,Sydney,0,0800,1830
b'Ragu Pasta & Wine Bar',AU,Sydney,1,0800,1830
b'Ragu Pasta & Wine Bar',AU,Sydney,2,0800,1830
b'Ragu Pasta & Wine Bar',AU,Sydney,3,0800,2100
b'Ragu Pasta & Wine Bar',AU,Sydney,4,0800,2000
b'Ragu Pasta & Wine Bar',AU,Sydney,5,0800,2000
b'Ragu Pasta & Wine Bar',AU,Sydney,6,0900,1800
b'Rag\xc3\xba & Pesto',US,Houston,1,1100,2200
b'Rag\xc3\xba & Pesto',US,Houston,2,1100,2200
b'Rag\xc3\xba & Pesto',US,Houston,3,1100,2200
b'Rag\xc3\xba & Pesto',US,Houston,4,1100,2230
